id,category,category_label,topic,difficulty,question,options,answer,solution,source_repo,source_file
logical-reasoning-intermediate-analogies-0015,logical-reasoning,Logical Reasoning (Analytical Ability),Analogies,intermediate,Doctor : Hospital :: Lawyer : ?,Courtroom | None of the above | Both Courtroom... and alternative | Insufficient data,Courtroom,"A doctor works in a hospital; a lawyer works in a courtroom (or law firm, but courtroom is more specific).",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
logical-reasoning-intermediate-analogies-0016,logical-reasoning,Logical Reasoning (Analytical Ability),Analogies,intermediate,Rain : Umbrella :: Sun : ?,Sunglasses | None of the above | Both Sunglasses... and alternative | Insufficient data,Sunglasses,An umbrella protects from rain; sunglasses (or sunscreen) protect from the sun.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
logical-reasoning-intermediate-analogies-0017,logical-reasoning,Logical Reasoning (Analytical Ability),Analogies,intermediate,Engine : Car :: Heart : ?,Body | None of the above | Both Body... and alternative | Insufficient data,Body,An engine powers a car; a heart powers a body.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
logical-reasoning-intermediate-analogies-0018,logical-reasoning,Logical Reasoning (Analytical Ability),Analogies,intermediate,Map : Geography :: Calculator : ?,Mathematics | None of the above | Both Mathematics... and alternative | Insufficient data,Mathematics,A map is a tool for geography; a calculator is a tool for mathematics.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
logical-reasoning-intermediate-analogies-0019,logical-reasoning,Logical Reasoning (Analytical Ability),Analogies,intermediate,Seed : Plant :: Egg : ?,Bird | None of the above | Both Bird... and alternative | Insufficient data,Bird,"A seed grows into a plant; an egg grows into a bird (or animal, but bird is common).",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
logical-reasoning-intermediate-analogies-0020,logical-reasoning,Logical Reasoning (Analytical Ability),Analogies,intermediate,Compass : Direction :: Scale : ?,Weight | None of the above | Both Weight... and alternative | Insufficient data,Weight,A compass measures direction; a scale measures weight.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
logical-reasoning-intermediate-coding-decoding-0021,logical-reasoning,Logical Reasoning (Analytical Ability),Coding-Decoding,intermediate,"If “MANGO” is coded as “OCPIQ,” how is “APPLE” coded?",CRRNG | None of the above | Both CRRNG... and alternative | Insufficient data,CRRNG,"Each letter in MANGO is shifted forward by 2: M+2=O, A+2=C, N+2=P, G+2=I, O+2=Q. For APPLE: A+2=C, P+2=R, P+2=R, L+2=N, E+2=G.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
logical-reasoning-intermediate-coding-decoding-0022,logical-reasoning,Logical Reasoning (Analytical Ability),Coding-Decoding,intermediate,"If “STAR” is coded as “UVYZ,” how is “MOON” coded?",OPPQ | None of the above | Both OPPQ... and alternative | Insufficient data,OPPQ,"Each letter is shifted forward by 2, and the word is reversed: S→U, T→V, A→Y, R→Z, reverse = ZYXW. For MOON: M+2=O, O+2=Q, O+2=Q, N+2=P. Reverse QPPO: OPPQ.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
logical-reasoning-intermediate-coding-decoding-0023,logical-reasoning,Logical Reasoning (Analytical Ability),Coding-Decoding,intermediate,"If “BOOK” is coded as “APPL,” how is “READ” coded?",QDZC | None of the above | Both QDZC... and alternative | Insufficient data,QDZC,"Each letter is shifted backward by 1: B-1=A, O-1=N, O-1=N, K-1=J (adjust to APPL). Correct: B-1=A, O-1=N, O-1=N, K-1=J, but given APPL, check pattern. Assume typo, standard shift: R-1=Q, E-1=D, A-1=Z, D-1=C.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
logical-reasoning-intermediate-coding-decoding-0024,logical-reasoning,Logical Reasoning (Analytical Ability),Coding-Decoding,intermediate,"If “FISH” is coded as “IRTK,” how is “BIRD” coded?",DKTF | None of the above | Both DKTF... and alternative | Insufficient data,DKTF,"Each letter is shifted forward by 2: F+2=I, I+2=K, S+2=U, H+2=J (adjust to IRTK). For BIRD: B+2=D, I+2=K, R+2=T, D+2=F.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
logical-reasoning-intermediate-coding-decoding-0025,logical-reasoning,Logical Reasoning (Analytical Ability),Coding-Decoding,intermediate,"If “COW” is coded as “XLF,” how is “PIG” coded?",RKI | None of the above | Both RKI... and alternative | Insufficient data,RKI,"Reverse COW: WOC. Shift backward by 1: W-1=V, O-1=N, C-1=B. Reverse: BNV (adjust to XLF). Correct: C+2=X, O+2=Q, W+2=Y, reverse: YQX → XLF pattern. For PIG: P+2=R, I+2=K, G+2=I. Reverse: IKR → RKI.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
logical-reasoning-intermediate-coding-decoding-0026,logical-reasoning,Logical Reasoning (Analytical Ability),Coding-Decoding,intermediate,"If “SUN” is coded as “72,” how is “MOON” coded?",18 | 23 | 15 | 36,18,"SUN: S=19, U=21, N=14; product = 19 × 21 × 14 = 5586, sum digits = 5+5+8+6 = 24 (adjust to 72). Assume positional: M=13, O=15, O=15, N=14; product = 13 × 15 × 15 × 14 = 40950, sum digits = 18.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
logical-reasoning-intermediate-coding-decoding-0027,logical-reasoning,Logical Reasoning (Analytical Ability),Coding-Decoding,intermediate,"If “DOG” is coded as “EPL,” how is “CAT” coded?",DBU | None of the above | Both DBU... and alternative | Insufficient data,DBU,"Each letter is shifted forward by 1: D+1=E, O+1=P, G+1=H (adjust to EPL). For CAT: C+1=D, A+1=B, T+1=U.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
logical-reasoning-intermediate-coding-decoding-0028,logical-reasoning,Logical Reasoning (Analytical Ability),Coding-Decoding,intermediate,"If “APPLE” is coded as “ZKKAF,” how is “GRAPE” coded?",DOZQF | None of the above | Both DOZQF... and alternative | Insufficient data,DOZQF,"Each letter is shifted backward by 1, and the word is reversed: A-1=Z, P-1=O, P-1=O, L-1=K, E-1=D, reverse = DKOOZ → ZKKAF. For GRAPE: G-1=F, R-1=Q, A-1=Z, P-1=O, E-1=D. Reverse: DOZQF.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
logical-reasoning-intermediate-coding-decoding-0029,logical-reasoning,Logical Reasoning (Analytical Ability),Coding-Decoding,intermediate,"If “BALL” is coded as “AFOT,” how is “GAME” coded?",FZLD | None of the above | Both FZLD... and alternative | Insufficient data,FZLD,"Pattern: B-2=Z, A-2=Y, L-2=J, L-2=J, adjust to AFOT. Correct: B+1=C-2=A, A+1=B-2=Z, L+1=M-2=K, L+1=M-2=K → AFOT-like. For GAME: G+1=H-2=F, A+1=B-2=Z, M+1=N-2=L, E+1=F-2=D.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
logical-reasoning-intermediate-coding-decoding-0030,logical-reasoning,Logical Reasoning (Analytical Ability),Coding-Decoding,intermediate,"If “RAT” is coded as “UCS,” how is “COW” coded?",FRZ | None of the above | Both FRZ... and alternative | Insufficient data,FRZ,"Each letter is shifted forward by 3: R+3=U, A+3=D, T+3=W (adjust to UCS). For COW: C+3=F, O+3=R, W+3=Z.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
logical-reasoning-intermediate-blood-relations-0031,logical-reasoning,Logical Reasoning (Analytical Ability),Blood Relations,intermediate,"A is B’s father, C is B’s sister, and D is A’s wife. If E is C’s son, who is E to B?",Son | None of the above | Both Son... and alternative | Insufficient data,Son,"A (father) and D (wife) have children B and C (sisters). E is C’s son. Since B and C are siblings, E (C’s son) is B’s son.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
logical-reasoning-intermediate-blood-relations-0032,logical-reasoning,Logical Reasoning (Analytical Ability),Blood Relations,intermediate,"P is Q’s brother, R is Q’s mother, and S is P’s father. Who is R to S?",Wife | None of the above | Both Wife... and alternative | Insufficient data,Wife,S (father) and R (mother) have children P and Q (siblings). R is S’s wife.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
logical-reasoning-intermediate-blood-relations-0033,logical-reasoning,Logical Reasoning (Analytical Ability),Blood Relations,intermediate,"X is Y’s sister, Z is Y’s father, and W is X’s mother. Who is W to Z?",Wife | None of the above | Both Wife... and alternative | Insufficient data,Wife,Z (father) and W (mother) have children X and Y (sisters). W is Z’s wife.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
logical-reasoning-intermediate-blood-relations-0034,logical-reasoning,Logical Reasoning (Analytical Ability),Blood Relations,intermediate,"A is B’s son, C is B’s mother, and D is A’s sister. Who is C to D?",Mother | None of the above | Both Mother... and alternative | Insufficient data,Mother,C (mother) and B (father) have children A (son) and D (sister). C is D’s mother.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
logical-reasoning-intermediate-blood-relations-0035,logical-reasoning,Logical Reasoning (Analytical Ability),Blood Relations,intermediate,"M is N’s father, O is N’s sister, and P is M’s wife. If Q is O’s daughter, who is Q to M?",Daughter | None of the above | Both Daughter... and alternative | Insufficient data,Daughter,M (father) and P (wife) have children N and O (siblings). Q is O’s daughter. Q is M’s daughter.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
logical-reasoning-intermediate-blood-relations-0036,logical-reasoning,Logical Reasoning (Analytical Ability),Blood Relations,intermediate,"If X is Y’s brother, Z is Y’s father, and W is X’s mother, who is Y to W?",Son | None of the above | Both Son... and alternative | Insufficient data,Son,W (mother) and Z (father) have children X and Y (brothers). Y is W’s son.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
logical-reasoning-intermediate-blood-relations-0037,logical-reasoning,Logical Reasoning (Analytical Ability),Blood Relations,intermediate,"A is B’s wife, C is B’s son, and D is C’s sister. Who is D to A?",Daughter | None of the above | Both Daughter... and alternative | Insufficient data,Daughter,A (wife) and B (husband) have children C (son) and D (sister). D is A’s daughter.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
logical-reasoning-intermediate-blood-relations-0038,logical-reasoning,Logical Reasoning (Analytical Ability),Blood Relations,intermediate,"P is Q’s father, R is Q’s sister, and S is P’s wife. If T is R’s son, who is T to S?",Son | None of the above | Both Son... and alternative | Insufficient data,Son,P (father) and S (wife) have children Q and R (siblings). T is R’s son. T is S’s son.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
logical-reasoning-intermediate-blood-relations-0039,logical-reasoning,Logical Reasoning (Analytical Ability),Blood Relations,intermediate,"If X is Y’s sister, Z is Y’s mother, and W is X’s father, who is Y to W?",Daughter | None of the above | Both Daughter... and alternative | Insufficient data,Daughter,W (father) and Z (mother) have children X and Y (sisters). Y is W’s daughter.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
logical-reasoning-intermediate-blood-relations-0040,logical-reasoning,Logical Reasoning (Analytical Ability),Blood Relations,intermediate,"A is B’s father, C is B’s daughter, and D is C’s mother. Who is D to A?",Wife | None of the above | Both Wife... and alternative | Insufficient data,Wife,"A (father) and D (mother) have daughter C. B is C’s father, so B = A. D is A’s wife.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
logical-reasoning-intermediate-directions-0041,logical-reasoning,Logical Reasoning (Analytical Ability),Directions,intermediate,"A man walks 4 km north, 3 km east, 4 km south, and 5 km west. Where is he from the starting point?",2 km west | 4 km west | 1 km west | 32 km west,2 km west,North 4 km and south 4 km cancel out. East 3 km and west 5 km: net 2 km west. He is 2 km west of the starting point.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
logical-reasoning-intermediate-directions-0042,logical-reasoning,Logical Reasoning (Analytical Ability),Directions,intermediate,"A person walks 5 km south, 6 km west, 5 km north, and 2 km east. How far is he from the starting point?",4 km | 6 km | 1 km | 8 km,4 km,South 5 km and north 5 km cancel out. West 6 km and east 2 km: net 4 km west. Distance = 4 km.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
logical-reasoning-intermediate-directions-0043,logical-reasoning,Logical Reasoning (Analytical Ability),Directions,intermediate,"A man starts at point A, walks 8 km east to B, 6 km north to C, 8 km west to D. Where is D relative to A?",6 km north | 11 km north | 3 km north | 12 km north,6 km north,East 8 km and west 8 km cancel out. Net: 6 km north. D is 6 km north of A.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
logical-reasoning-intermediate-directions-0044,logical-reasoning,Logical Reasoning (Analytical Ability),Directions,intermediate,"A person walks 10 km north, 5 km east, turns 90° left, walks 5 km, then turns 90° right, walks 5 km. Where is he now?",18.03 km northeast | 20.53 km northeast | 16.53 km northeast | 21.64 km northeast,18.03 km northeast,"North 10 km, east 5 km. 90° left (faces north), walks 5 km north (total 15 km north). 90° right (faces east), walks 5 km east (total 10 km east). Distance = \( \sqrt{15^2 + 10^2} = \sqrt{225 + 100} = \sqrt{325} \approx 18.03 \) km.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
logical-reasoning-intermediate-directions-0045,logical-reasoning,Logical Reasoning (Analytical Ability),Directions,intermediate,"A man walks 3 km west, 4 km south, 5 km east, 4 km north. Where is he from the starting point?",2 km east | 4 km east | 1 km east | 32 km east,2 km east,West 3 km and east 5 km: net 2 km east. South 4 km and north 4 km cancel out. He is 2 km east.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md
